i0,i1,i2,i3,ot0,ot1,ot2,ot3,b0,b1,b2,b3,b4,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99,w100,w101,w102,w103,w104,w105,w106,w107,w108,w109,w110,w111,w112,w113,w114,w115,w116,w117,w118,w119,w120,w121,w122,w123,w124,w125,w126,w127,w128,w129,w130,w131,w132,w133,w134,w135,w136,w137,w138,w139,w140,w141,w142,w143,w144,w145,w146,w147,w148,w149,w150,w151,w152,w153,w154,w155,w156,w157,w158,w159,w160,w161,w162,w163,w164,w165,w166,w167,w168,w169,w170,w171,w172,w173,w174,w175,w176,w177,w178,w179,w180,w181,w182,w183,w184,w185,w186,w187,w188,w189,w190,w191
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0252345,-1.1655072,2.0216117,3.66985,3.541154,-5.7324033,-0.75594383,2.0041397,-3.0183232,1.246373,0.15000807,-3.7581718,-0.027452378,-1.0225353,-5.1804476,1.712051,0.75746685,1.757842,-3.9473839,-5.328508,-0.44822362,-1.3472803,-2.808902,1.5742624,-3.858134,1.5155448,1.40789,-1.5101755,1.8256303,-2.697219,2.423506,-6.073706,1.6515324,-3.2638578,-2.2604692,1.0093585,-3.050074,0.9874083,0.7041279,-2.8766594,-2.1850357,4.735397,-2.217032,2.8594878,4.0346484,3.7033243,-3.1972516,0.43847948,-0.92216355,-0.9932023,1.1641669,-0.26069987,0.51746726,-0.8803822,0.5392327,0.5632348,-2.0092475,-0.8128932,-1.9307305,3.1693234,-1.3801591,1.4217814,-2.018636,-1.7879777,-1.9958836,0.9417784,0.72440773,-1.2100872,4.570955,0.22745587,-0.6321496,-0.81914455,-0.9649294,-0.72497684,-1.5497764,-0.786179,-0.35067937,-0.6354117,-1.9765729,-1.2288868,-0.5529338,-1.2837406,1.1837769,-1.588095,1.9073884,-0.38660645,1.549209,-3.0411322,-2.8492634,2.1988301,1.7425798,2.780742,-0.40608644,-0.9099807,-2.6189096,5.312011,3.253335,-3.424182,0.19617838,2.188861,-2.7859695,1.6007593,0.6928897,-0.5670415,1.6989946,5.2471976,-2.112405,5.328581,-2.2385242,1.1845839,-6.288457,-2.2723792,0.1656918,-0.12578742,0.76373786,0.22601497,0.29373196,0.61188096,0.9644011,0.30199996,-0.7998632,-1.6032343,-0.3551601,1.9357077,-2.1100986,-0.7472278,-0.8270322,2.7821112,-2.9446752,2.030953,-1.2622484,-2.12721,1.9961654,0.24571459,0.7615924,-1.5626352,0.43779513,0.37038904,0.49693805,-0.094964325,0.681404,0.6088589,0.15836781,0.6928117,-0.024485568,-0.59378296,-0.9923019,-1.6889781,1.5886086,0.07978269,3.055005,-2.7039275,-2.6790621,1.0605603,-0.11314848,1.8472908,-0.8595123,-1.8368219,-3.592758,4.164934,4.7932615,-5.348721,-0.76319844,-2.915017,-1.9557701,-0.8902605,0.737923,-7.5736833,4.745034,-1.8879536,1.0531629,-1.7332891,1.551826,0.79168904,4.927119,-9.3094015,7.937079,-3.1028736,-0.04965745,3.6187968,-5.1589003,-0.38067114,-1.6668326,-0.46342608,-1.3970406,-11.45251,1.8281877,0.8270018,0.9984004,1.0187037,2.3538144,0.3747314
