i0,i1,ot0,ot1,b0,b1,b2,b3,b4,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4937284,-6.456129,-7.266402,3.1581357,-6.597227,8.146267,6.329205,0.864141,-4.726098,-9.949592,5.753454,-3.0895028,-5.5609336,-1.0988533,9.309231,3.825799,14.359455,-10.093699,14.552509,3.0792296,-10.089181
