i0,i1,i2,i3,ot0,ot1,ot2,ot3,b0,b1,b2,b3,b4,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9633882,-9.621116,-4.804068,9.187181,0.43806067,-0.57323635,2.6340442,-10.2254305,-4.4687934,5.294383,-1.5864179,0.66419166,-3.5229445,2.8772106,-3.9825478,-9.264204,9.165171,-2.6007297,-6.0289164,-4.0997725,-3.0591402,9.752378,-8.988841,-4.8037715,-3.327658,-2.5853,5.97719,-5.0372972,1.8165014,0.9860378,-6.2296867,9.832738,9.017404,-1.1909277,-5.7311873,-3.664324,3.8116288,27.042564,-12.364727,4.027951,-3.040453,-5.3480663,5.1696005,-3.7342603,-1.1585059,-1.7125127,-6.4824414,8.32059,-13.105395,-9.623207,4.005543,-7.1616445,3.657095,-15.196284,15.169804,1.0295737,-9.41386,13.732442,12.951003,-19.17008,-14.77105,3.0479596,4.647588,5.0660834
