i0,i1,i2,i3,i4,ot0,ot1,ot2,ot3,ot4,b0,b1,b2,b3,b4,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99,w100,w101,w102,w103,w104,w105,w106,w107,w108,w109,w110,w111,w112,w113,w114,w115,w116,w117,w118,w119,w120,w121,w122,w123,w124,w125,w126,w127,w128,w129,w130,w131,w132,w133,w134,w135,w136,w137,w138,w139,w140,w141,w142,w143,w144,w145,w146,w147,w148,w149,w150,w151,w152,w153,w154,w155,w156,w157,w158,w159,w160,w161,w162,w163,w164,w165,w166,w167,w168,w169,w170,w171,w172,w173,w174,w175,w176,w177,w178,w179,w180,w181,w182,w183,w184,w185,w186,w187,w188,w189,w190,w191,w192,w193,w194,w195,w196,w197,w198,w199,w200,w201,w202,w203,w204,w205,w206,w207
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.83928436,-3.1692584,0.9769094,-3.852627,1.8104969,-4.9708223,-3.9956644,0.23911268,2.92017,2.3029344,1.4239129,-4.2639003,0.7794873,-4.135481,2.4680207,-2.1880333,1.4689182,0.94970286,-4.4545527,1.354026,-3.6154118,0.44188598,0.44517463,1.513559,-3.8683767,-5.2366815,3.7320938,0.6115267,-5.04711,-1.5811251,2.524585,-3.9826572,0.30357438,-0.9353771,-1.3300314,1.8421346,-3.1077895,0.09972596,2.8080583,-5.403092,1.3374562,-0.6574116,2.9676933,1.5041444,-2.8669693,0.7260655,0.092890486,-0.9113947,2.1374097,5.2341003,-1.090742,-1.5100306,0.6751621,-0.3627534,-2.438679,-1.5041058,1.1420614,-0.039005257,3.1537178,-0.11843918,-4.579543,-0.48587164,0.9311729,-0.25516102,-0.35031855,-1.4247307,2.3012984,2.6872327,-0.51443654,1.8341867,-0.18089738,-0.78210425,0.5263184,-1.0296851,0.31081775,0.7201976,4.319152,-0.49475434,0.036242295,0.55482185,0.644386,-2.2241588,-0.18117158,3.67709,1.3308867,3.8485088,-2.4075742,-3.3896384,0.540522,1.1805005,1.3303673,-1.1727566,-1.3690957,-1.2525084,1.4622604,0.8907558,-1.5591965,-0.5802192,-1.7455295,-1.597612,3.610117,-0.6940031,1.7678784,3.634166,1.368352,-1.3763186,2.108407,2.0984864,-0.91443133,1.3915585,-0.61194134,-1.6448207,-1.2703475,3.7343009,-2.9401035,-0.051773645,1.957566,2.1989338,-0.058954563,-2.1292477,1.835352,-0.6463681,3.391819,0.6588751,-2.8430068,-0.9975403,0.5203694,-1.3826125,0.9313464,0.61723995,0.7374608,0.63789546,0.07133166,0.47937194,0.31114462,0.46146244,0.41883874,0.13561976,0.69479483,0.5505498,-0.015917903,0.013464895,0.743186,0.7955339,-0.77335894,-2.7613916,-3.2798476,2.66822,2.116682,3.763581,-1.9152133,-2.673378,0.43779534,0.056658138,1.0186296,-0.23112464,-0.56808424,-1.1323111,0.8652002,0.0843948,-1.4067515,-1.26416,-2.4873948,-1.3699353,3.9482956,-1.0041918,0.05250746,3.8521461,0.9862414,0.98801243,2.6780334,-0.14430118,-0.7189206,1.6931242,-0.16702573,-10.272572,-5.963919,2.4525878,-4.3921623,-1.240144,-0.6814498,-5.8107204,-0.56472075,4.586664,-1.4451274,-1.9101586,-1.520071,-1.5987623,-1.145984,-0.39929238,-1.3347926,-1.4141271,-0.5300985,-0.9762525,-4.4566927,-2.1550426,-2.5072563,10.600273,-3.0343382,1.225448,0.92602515,-8.457194,2.7793078,0.12212381,0.026603429,-5.9682474,1.09433,0.0033025448
